,user_id,account_id,deal_count,total_reading_count
31471,25809620,,0,93
31472,9135959,,0,50
31473,2360042,,0,15
31474,39911777,,0,18
31475,3200099,,0,18
31476,39523971,101058311,526,26
31477,1293840,122040903,131,55
31478,36177875,141436857,100,28
31479,36177875,141381077,68,28
31480,39052052,101000564,106,67
31481,33454445,122270239,464,830
31482,37293565,141073137,115,213
31483,36711058,,0,171
31484,34991999,122320961,30,58
31485,40260764,142115321,30,163
31486,20237363,,0,31
31487,40391389,101181457,94,20
31488,12522430,,0,90
31489,15607331,101195946,3,45
31490,9518087,,0,47
31491,34142852,100156907,597,23
31492,33039879,101131730,88,169
31493,20719802,,0,64
31494,32912943,,0,20
31495,4861109,,0,1505
31496,9351885,,0,40
31497,38796278,,0,45
31498,27434861,,0,29
31499,30867865,,0,374
31500,25389921,,0,227
31501,23574225,,0,42
31502,27411669,,0,18
31503,13367176,,0,2061
31504,1144837,,0,71
31505,17217203,,0,55
31506,2766736,,0,31
31507,27830308,,0,58
31508,14485344,,0,29
31509,13452950,,0,25
31510,35881772,120744799,81,22
31511,34537451,121716392,522,17
31512,33641910,,0,28
31513,37145076,100732159,4,17
31514,40378832,101179491,42,82
31515,250329,100916991,24,54
31516,11192857,122341275,178,293
31517,40064113,142045993,108,53
31518,32452581,,0,24
31519,10255273,101168520,148,45
31520,24658641,,0,15
31521,40377693,101179355,14,38
31522,39551089,101105541,25,15
31523,31105984,120880412,1446,1720
31524,39862954,101129859,200,68
31525,39862954,101101923,197,68
31526,34376772,100175521,823,77
31527,39666075,122124185,750,1552
31528,17727519,,0,15
31529,33186929,,0,152
31530,2534598,,0,22
31531,29892643,,0,434
31532,28871348,,0,402
31533,37076605,,0,511
31534,28425539,,0,68
31535,309828,,0,20
31536,38541078,,0,17
31537,37494684,,0,26
31538,15564187,,0,36
31539,507632,,0,96
31540,505932,,0,56
31541,2353701,,0,35
31542,8136811,,0,68
31543,1965674,,0,25
31544,40005452,,0,20
31545,39165690,101014071,139,20
31546,39165690,101027872,190,20
31547,36383498,101131521,86,409
31548,39478928,122049415,146,506
31549,38078239,121448642,126,639
31550,40436013,122412240,17,76
31551,40351841,122401853,63,153
31552,13793233,,0,24
31553,39153938,,0,56
31554,38351690,101022553,10,21
31555,10275389,,0,47
31556,16950430,,0,24
31557,39721432,101080051,54,21
31558,31874278,,0,18
31559,35168921,,0,273
31560,40079542,101132718,1679,230
31561,10679728,,0,73
31562,7845344,,0,30
31563,750359,,0,24
31564,20347081,,0,24
31565,12104859,,0,62
31566,17055179,,0,17
31567,13967810,,0,279
31568,36173859,,0,25
31569,9594030,,0,439
31570,36403956,,0,76
31571,34183733,,0,96
31572,40164411,101146962,236,191
31573,20632840,122218196,212,182
31574,34774809,100246013,258,38
31575,40088628,101134367,26,39
31576,35297299,120798088,679,11516
31577,39468282,122067862,452,523
31578,33987706,,0,37
31579,30631583,,0,780
31580,36640800,100659744,165,41
31581,39787063,122169461,52,140
31582,39129942,121913073,9,75
31583,40395746,142161052,342,1326
31584,40021133,,0,44
31585,28576499,,0,22
31586,28105770,,0,24
31587,35833431,121272441,189,43
31588,26332714,142082856,79,183
31589,40160928,122305976,76,22
31590,40107556,101140879,122,884
31591,38247605,,0,20
31592,39428110,122029146,19,91
31593,40528562,122440315,156,39
31594,39963925,122335791,12,94
31595,39963925,122234721,323,94
31596,36356922,120871529,20,24
31597,24579068,122341514,1034,21
31598,24579068,122089168,846,21
31599,39746381,141941444,186,27
31600,19827912,,0,19
31601,34293509,,0,368
31602,9242964,,0,421
31603,16904803,,0,25
31604,36736089,,0,19
31605,8118878,,0,134
31606,39680195,,0,56
31607,3774556,,0,22
31608,21613363,,0,27
31609,23175406,,0,89
31610,12649491,,0,117
31611,35631260,120667848,330,15
31612,39040058,141689515,8,108
31613,23379200,,0,23
31614,28484857,100177403,214,40
31615,34449438,100614436,172,58
31616,34449438,100188138,348,58
31617,40300435,122361438,296,206
31618,40302759,122362496,136,326
31619,17759014,,0,286
31620,40127560,101157596,1414,496
31621,39303400,101144444,159,528
31622,37992672,142095405,24,72
31623,40258926,,0,138
31624,40440402,142178259,16,15
31625,14682838,,0,20
31626,40178170,101149141,16,18
31627,28726115,,0,25
31628,40223981,142103517,26,167
31629,39933458,101112597,10,28
31630,25227396,101156482,24,15
31631,40526737,101200214,28,63
31632,40055849,122268313,276,64
31633,36810079,120985549,423,58
31634,38786857,121767394,728,207
31635,22912228,142024731,36,34
31636,29954429,,0,258
31637,22636965,,0,15
31638,38694807,,0,75
31639,11970619,,0,17
31640,18932871,,0,49
31641,16041753,,0,142
31642,39928442,141999771,607,151
31643,11938311,100356243,16,132
31644,11938311,100725852,4,132
31645,40081916,101133705,786,1531
31646,19696131,100621909,44,19
31647,39880041,101133085,420,174
31648,16662419,,0,15
31649,40127667,122293485,262,36
31650,35822602,121202007,154,45
31651,13031479,120380236,30,45
31652,35062843,,0,24
31653,40138245,,0,37
31654,40115438,,0,497
31655,35225452,140371015,2,1878
31656,38073721,,0,39
31657,6086229,,0,158
31658,39738896,101082355,1365,448
31659,39551956,122078675,159,122
31660,17278136,,0,18
31661,12455242,,0,15
31662,20611069,,0,212
31663,33888479,101161959,92,27
31664,20130490,,0,34
31665,38387944,,0,248
31666,3745998,,0,29
31667,17396606,,0,45
31668,18878110,,0,62
31669,4003700,,0,30
31670,19260808,,0,488
31671,39895106,122209430,206,370
31672,38924958,121826167,1183,2645
31673,39695877,122135874,682,26
31674,38484364,121964050,586,13253
31675,35356908,141925421,342,701
31676,11727204,,0,44
31677,17640892,,0,152
31678,40298876,101170599,22,19
31679,36026926,121348424,44,35
31680,38044849,141347316,320,15
31681,4499880,,0,235
31682,21817187,120599566,48,44
31683,34151885,,0,43
31684,38282861,100897067,348,47
31685,40282280,122353955,22,21
31686,10664711,122052749,8,18
31687,29561720,121690328,402,477
31688,11137989,122048250,41,121
31689,37797120,121348601,255,240
31690,30726203,,0,17
31691,526269,,0,793
31692,28095337,,0,333
31693,37230656,121213771,589,122
31694,24692130,,0,15
31695,10380625,,0,148
31696,39277720,,0,15
31697,39561815,141878168,6,68
31698,15058520,,0,49
31699,33496569,,0,121
31700,5176260,,0,23
31701,274746,,0,126
31702,40213746,,0,35
31703,17960694,,0,15
31704,12499975,,0,306
31705,21928297,122192848,62,20
31706,34767116,120424306,388,42
31707,38607565,122239682,32,33
31708,39069920,121886854,206,23
31709,10760810,120091564,96,362
31710,10760810,120262044,260,362
31711,10760810,120262026,104,362
31712,28305389,,0,23
31713,21429334,122336380,14,340
31714,21429334,122336373,36,340
31715,21429334,122333288,40,340
31716,21637921,,0,289
31717,21615704,101052981,56,75
31718,40022124,,0,313
31719,22191547,,0,87
31720,39973114,142014636,46,50
31721,37650926,142122525,16,161
31722,39104910,,0,940
31723,40498579,122431019,10,31
31724,39719571,101079753,504,485
31725,36357998,122224682,240,32
31726,36357998,121005621,868,32
31727,38628457,121680637,12,21
31728,38095042,141365060,181,1479
31729,35919114,142047436,94,239
31730,35919114,142008533,122,239
31731,13366335,,0,33
31732,27956234,,0,1241
31733,39214039,,0,698
31734,35664634,120678231,98,23
31735,28383255,101071048,62,2087
31736,3845086,,0,158
31737,16984337,,0,17
31738,31326401,,0,69
31739,24532169,,0,65
31740,17300584,,0,45
31741,14735115,,0,237
31742,40266624,,0,40
31743,24854638,,0,18
31744,15841067,,0,32
31745,38237728,100945082,78,163
31746,1382103,121880225,124,20
31747,1382103,122220917,68,20
31748,39763623,101086138,1546,61
31749,40127130,122293267,1245,2840
31750,39680129,,0,148
31751,469638,,0,41
31752,38406917,,0,71
31753,40352695,101177589,36,120
31754,5370748,,0,757
31755,39521740,,0,20
31756,9215942,,0,33
31757,40392510,122396861,52,124
31758,15792564,,0,25
31759,39829511,101096653,156,97
31760,40067103,101130953,747,123
31761,14303157,100516198,822,374
31762,40105176,142061726,24,32
31763,23758045,,0,216
31764,323351,,0,121
31765,10543368,,0,876
31766,5538918,,0,104
31767,8064651,,0,34
31768,18536294,,0,81
31769,23217634,,0,28
31770,39927268,122221582,1962,125
31771,27091259,,0,58
31772,22336985,,0,45
31773,23279313,,0,41
31774,4806710,,0,19
31775,9286201,,0,35
31776,18103130,,0,51
31777,39370407,101038556,526,21
31778,14523044,100930269,137,393
31779,5483181,101051898,4984,951
31780,30427158,120149120,134,93
31781,13962470,,0,61
31782,26026051,122278777,10,179
31783,8098718,121834155,72,15
31784,26007176,120622705,342,194
31785,40167741,142100944,106,68
31786,14733065,,0,32
31787,40175173,101148545,138,138
31788,18389757,101075252,52,32
31789,36952093,121035053,14,129
31790,40105930,142061984,4,33
31791,17461944,140092810,103,120
31792,3878963,,0,159
31793,24585114,101133399,1365,155
31794,33293508,101118509,642,755
31795,31959236,120893882,635,32
31796,28402127,121792306,1196,20
31797,12427249,,0,25
31798,22589994,,0,15
31799,22684726,,0,26
31800,20151982,,0,129
31801,6791976,,0,27
31802,35423289,,0,25
31803,6760099,,0,22
31804,37138516,,0,114
31805,428467,,0,29
31806,27846386,,0,23
31807,39784362,101089147,98,120
31808,1104760,,0,48
31809,35669769,,0,27
31810,10039837,101107369,63,25
31811,39346108,141803421,336,114
31812,36542046,140804290,1276,91
31813,40082388,142056578,232,166
31814,9477798,100186146,4,134
31815,9477798,100768687,204,134
31816,9477798,100731962,42,134
31817,9477798,100746989,149,134
31818,40230303,142105111,102,189
31819,39819700,101095100,69,101
31820,40385103,122393509,26,140
31821,1208484,121703667,82,681
31822,35519057,140458632,39,65
31823,35519057,142132226,32,65
31824,27664435,142121756,89,66
31825,26654244,,0,183
31826,40194770,142094102,109,65
31827,34547790,,0,21
31828,40089700,122279963,18,128
31829,40062859,122270468,14,25
31830,39081892,121892600,4,53
31831,40511632,122434972,34,41
31832,27400773,120123869,16,79
31833,38231601,,0,26
31834,2391501,,0,18
31835,5581216,101039740,54,120
31836,38924869,121826138,615,25
31837,5707735,121598929,818,650
31838,5707735,121598928,1289,650
31839,5707735,122145533,142,650
31840,22130123,,0,301
31841,10948092,,0,25
31842,15646590,,0,19
31843,33953940,,0,94
31844,29659269,,0,162
31845,37724806,,0,1154
31846,4104616,,0,38
31847,20874236,,0,23
31848,6853133,,0,207
31849,4584356,,0,49
31850,14230134,,0,31
31851,29336123,121714668,10,149
31852,29336123,121701988,4,149
31853,36648234,120942393,438,420
31854,38843182,141623740,381,181
31855,34330351,140187715,138,21
31856,40307890,122364588,500,228
31857,21826141,,0,28
31858,40415051,101185184,48,20
31859,35332136,100848909,228,57
31860,16628430,,0,27
31861,40234026,101157486,187,638
31862,6663794,,0,264
31863,7803531,121719785,106,111
31864,40082556,142053128,30,32
31865,15039572,121711716,26,37
31866,39461414,141842649,2,18
31867,39881801,141989616,37,115
31868,40535667,101201314,69,29
31869,18193210,121712693,1,19
31870,24109660,,0,48
31871,12125244,120570586,491,452
31872,32406990,,0,40
31873,6537662,,0,51
31874,2417167,,0,72
31875,11555431,,0,82
31876,25048259,,0,305
31877,35176489,,0,322
31878,4454370,,0,685
31879,39700026,,0,43
31880,37171127,,0,27
31881,15921648,,0,53
31882,21835352,,0,41
31883,12812128,,0,63
31884,17651673,101106603,66,246
31885,21904567,122354624,102,35
31886,21904567,121581130,456,35
31887,38357424,142066859,6,18
31888,40277210,101186790,69,2052
31889,34788055,120499130,188,107
31890,5769986,121707658,551,2546
31891,40188980,142091291,116,107
31892,3783360,101180022,2,80
31893,5284719,,0,2207
31894,37126486,101166522,14,131
31895,40047836,101128233,16,35
31896,33215586,,0,44
31897,21903058,101192220,6,26
31898,36953216,100709663,236,48
31899,11498785,101099535,1631,790
31900,39032615,121869613,928,676
31901,34091655,120314198,884,158
31902,38206617,121497728,1859,307
31903,38206617,122054934,180,307
31904,12829425,,0,15
31905,454194,,0,18
31906,27962950,,0,43
31907,6623247,,0,19
31908,35717043,,0,72
31909,11847475,,0,40
31910,29869841,,0,147
31911,38694205,,0,54
31912,15948968,,0,18
31913,406129,101169727,22,68
31914,19988164,,0,99
31915,18823991,,0,415
31916,21990505,,0,244
31917,13962849,,0,36
31918,30021759,120145654,12,58
31919,4987654,,0,43
31920,16930185,,0,20
31921,20773700,,0,49
31922,10909583,,0,123
31923,26567329,,0,21
31924,31056131,100054066,74,42
31925,35227820,121354000,343,78
31926,17382505,121712418,896,187
31927,29843314,121714843,166,109
31928,39983530,101119594,138,32
31929,21186955,120439857,205,39
31930,40010854,122252121,475,48
31931,40035877,122261354,680,20
31932,40368683,122387457,38,94
31933,39068540,141698008,186,58
31934,40436457,142176465,30,33
31935,11299405,,0,32
31936,40263679,,0,22
31937,25335455,120002036,848,64
31938,33649021,100127851,3012,33
31939,40105184,122285500,106,70
31940,40164352,142083048,18,43
31941,39792595,122171700,42,20
31942,39792595,122340390,8,20
31943,40044708,,0,20
31944,13885645,101107230,2,17
31945,25297324,122366543,6,20
31946,4092278,,0,15
31947,40203279,101153173,16,28
31948,39890642,122207515,108,80
31949,19851810,,0,83
31950,32492441,,0,19
31951,9860917,,0,31
31952,9308007,,0,106
31953,40104407,122285231,34,26
31954,36763888,,0,228
31955,38649178,,0,67
31956,40025455,,0,50
31957,38348300,,0,380
31958,2804669,101083774,988,177
31959,2110092,,0,25
31960,40322021,,0,20
31961,12403759,101202109,4,37
31962,39581824,,0,76
31963,28819470,,0,22
31964,13866969,121741561,147,216
31965,13866969,120597324,1075,216
31966,13866969,120180663,286,216
31967,13866969,120246010,173,216
31968,23255557,141862154,54,26
31969,39395425,122276623,176,104
31970,1101100,101152533,336,457
31971,11681060,120031591,628,42
31972,35854845,121795470,130,38
31973,38522294,100927774,108,122
31974,38386000,122199778,50,297
31975,27998990,120119261,276,77
31976,2213078,,0,75
31977,37359755,121189951,36,47
31978,34738122,142083038,38,58
31979,39153365,101132027,14,23
31980,40292463,101167221,118,15
31981,40499152,,0,35
31982,29435110,122307639,12,23
31983,32709914,101204062,8,38
31984,37151757,121115022,271,149
31985,4311780,121855046,162,61
31986,888654,,0,595
31987,15551259,,0,22
31988,12397398,,0,20
31989,12765701,,0,36
31990,39984860,,0,129
31991,12241004,,0,58
31992,30219027,,0,47
31993,39921334,,0,105
31994,28762898,,0,69
31995,441228,,0,69
31996,10039559,,0,251
31997,13697396,,0,23
31998,670387,,0,27
31999,35625738,,0,124
32000,37566556,141167942,77,37
32001,36652271,121093046,54,23
32002,39213599,121945977,8,35
32003,36370734,,0,154
32004,37847558,121366202,6,87
32005,4127142,122146448,268,45
32006,8047098,,0,36
32007,1052349,,0,84
32008,39457819,141841269,1334,3202
32009,15623189,101167044,944,48
32010,15623189,101152775,308,48
32011,9171260,120061322,159,21
32012,19560476,120712894,9,1057
32013,19560476,122001193,401,1057
32014,32019884,,0,113
32015,9306979,,0,81
32016,17961785,,0,216
32017,38388717,,0,47
32018,34715319,,0,156
32019,2686599,,0,27
32020,22927951,,0,64
32021,12417962,,0,95
32022,7697694,,0,412
32023,16891996,,0,33
32024,12282096,,0,352
32025,38252372,,0,360
32026,9842046,,0,89
32027,35618209,,0,85
32028,29128621,140131104,14,38
32029,35968362,100519617,56,71
32030,36407816,121550876,86,47
32031,10769414,122266047,78,28
32032,10769414,121777427,33,28
32033,38008020,141858153,76,47
32034,39310787,141807262,1094,89
32035,40258418,101161571,18,39
32036,40231953,122348508,2,52
32037,40231953,122334137,117,52
32038,11586131,,0,24
32039,36888765,121010526,6,105
32040,12057325,,0,20
32041,40153871,,0,39
32042,39845684,122437696,26,37
32043,33512772,,0,25
32044,39791829,122171443,199,202
32045,24687853,,0,40
32046,39690013,122133420,586,103
32047,15349718,,0,35
32048,33792988,,0,19
32049,21948110,,0,27
32050,35522372,,0,130
32051,20180863,,0,45
32052,5972324,,0,18
32053,26955643,,0,45
32054,3222430,,0,18
32055,20239444,,0,66
32056,17968053,101146530,56,359
32057,11193368,100452203,150,70
32058,39286076,121981376,117,30
32059,31444667,100951368,148,408
32060,30473544,100920250,120,84
32061,40067530,142047065,148,443
32062,40374581,,0,47
32063,31488266,,0,441
32064,40191580,,0,25
32065,1132342,100776195,66,66
32066,39467674,101051234,362,200
32067,39467674,101067961,76,200
32068,40415272,122404802,34,20
32069,30956099,140046356,32,215
32070,30956099,141750651,417,215
32071,40023567,122287233,102,421
32072,32918002,100186646,8,19
32073,197178,100983258,36,60
32074,22918579,122357552,48,24
32075,40058370,122341618,70,102
32076,39173614,,0,292
32077,40216066,122328051,10,15
32078,30499463,100059424,24,21
32079,25386694,100173566,6,78
32080,40461999,142187941,18,42
32081,40515669,101198427,22,109
32082,38040151,121433923,326,86
32083,9744191,120163823,778,74
32084,23479072,,0,437
32085,28775644,,0,19
32086,1580325,,0,23
32087,35003379,100523650,16,207
32088,29494796,,0,102
32089,35213423,122407505,24,103
32090,2671344,,0,307
32091,36984853,,0,19
32092,1021526,,0,27
32093,39922462,101110891,921,490
32094,39941065,101113498,382,26
32095,38813175,121802166,47,53
32096,40253317,122349937,32,49
32097,36587938,,0,225
32098,40301817,122362047,32,30
32099,40015855,101123910,82,85
32100,32657246,,0,28
32101,39949977,101114854,800,52
32102,2702585,,0,30
32103,36584414,,0,42
32104,16959972,,0,88
32105,16356407,,0,79
32106,877046,,0,15
32107,29723845,,0,30
32108,37781220,,0,111
32109,1651439,,0,29
32110,33755506,,0,21
32111,13946018,,0,163
32112,19082201,,0,145
32113,5427219,,0,24
32114,38493576,,0,35
32115,30401327,,0,39
32116,29877826,120930080,276,25
32117,28023908,101069413,28,372
32118,39783935,101089049,843,22
32119,36476428,120900118,20,28
32120,36415448,140753831,244,40
32121,39987666,142019224,122,3038
32122,16107966,,0,52
32123,22954973,,0,17
32124,39777973,141959618,109,108
32125,40282779,142122232,268,170
32126,40247883,101159800,82,484
32127,38965521,122299969,27,33
32128,13335609,101178747,6,111
32129,35263204,100471271,17,61
32130,31310150,140165675,22,356
32131,18872576,,0,30
32132,17663476,,0,29
32133,38780645,121764419,1458,64
32134,39994890,101121561,616,96
32135,38123612,121706105,380,326
32136,23650405,101096137,40,90
32137,20788764,,0,143
32138,29193911,,0,47
32139,28684091,,0,221
32140,8800358,,0,60
32141,39592214,,0,23
32142,9120418,,0,49
32143,1328727,,0,31
32144,1824155,,0,608
32145,18164616,,0,476
32146,2587940,,0,20
32147,17155006,,0,118
32148,17941390,,0,43
32149,23214264,,0,405
32150,35306852,,0,56
32151,26759369,,0,34
32152,25976700,142065252,22,125
32153,24295123,101085408,84,81
32154,24295123,100864773,14,81
32155,9733472,121709223,142,44
32156,39801630,122174808,84,17
32157,36558364,120921779,344,196
32158,32113300,,0,52
32159,40207062,142097593,83,69
32160,19600687,,0,602
32161,39402875,,0,56
32162,39965086,101116967,283,606
32163,40160107,122305634,242,38
32164,39707495,122140352,144,100
32165,27551505,,0,1930
32166,40071942,101133777,6,48
32167,39652736,122122033,2890,55
32168,26025397,122133246,550,172
32169,26025397,122443424,8,172
32170,26025397,122196718,1224,172
32171,26025397,122434242,109,172
32172,36132843,140653773,90,37
32173,20456962,,0,24
32174,1226712,,0,1075
32175,37068737,,0,53
32176,3751057,,0,20
32177,21673868,,0,55
32178,22073976,,0,46
32179,9103005,,0,34
32180,1362513,120772576,2,70
32181,11763221,,0,23
32182,31135537,,0,22
32183,14173571,,0,87
32184,40078910,101132571,40,31
32185,37929435,122096736,74,79
32186,39122667,121909947,555,77
32187,38455899,101069853,432,207
32188,39709243,122140999,47,81
32189,39618251,122104697,94,338
32190,24595191,,0,43
32191,29632249,,0,143
32192,29568037,120241980,60,45
32193,19682204,,0,85
32194,6523110,,0,637
32195,40364662,,0,83
32196,40171030,101148134,190,85
32197,34882341,,0,39
32198,37367304,100764487,221,167
32199,39658965,122121032,209,605
32200,17374087,121677775,170,320
32201,20487445,122404515,38,50
32202,20487445,122166852,8,50
32203,20487445,122158500,394,50
32204,34874876,122146384,280,172
32205,20728735,,0,18
32206,30019181,,0,1212
32207,24508367,,0,25
32208,729492,,0,40
32209,27571317,,0,65
32210,31779573,,0,52
32211,28730251,,0,51
32212,40182423,,0,26
32213,25500623,,0,265
32214,107414,,0,27
32215,30057421,,0,18
32216,17012053,,0,19
32217,4596052,121860784,245,110
32218,34432396,140202851,467,59
32219,37850941,121367297,76,1614
32220,9457565,140538414,168,39
32221,40229497,101156807,225,1620
32222,39472945,101051859,411,357
32223,29036817,141018954,129,87
32224,32771873,140929624,8,25
32225,37824255,100829224,1630,112
32226,39157565,142157753,28,88
32227,35363963,140410974,144,52
32228,6912286,,0,22
32229,4647172,,0,104
32230,40139164,122298263,296,240
32231,6924392,120820152,84,43
32232,37899395,141295742,22,122
32233,29514199,101190258,22,68
32234,40539156,101201891,62,32
32235,1660362,120831003,879,18
32236,24292122,120239592,685,1451
32237,39044770,101136748,4,94
32238,39044770,100999643,949,94
32239,34135978,100442943,1070,112
32240,37967498,121858551,315,86
32241,34586988,120703684,202,71
32242,34345404,140187732,960,806
32243,37978018,,0,1297
32244,24871305,,0,48
32245,19705904,,0,105
32246,3420639,,0,35
32247,16137860,,0,169
32248,40506904,,0,20
32249,18788628,,0,25
32250,36782888,,0,86
32251,38223761,,0,38
32252,38467933,100921030,69,249
32253,25266090,,0,41
32254,10724447,,0,24
32255,2200013,,0,35
32256,32040868,,0,45
32257,9997493,,0,22
32258,38689830,100949358,412,47
32259,40111137,122287354,176,542
32260,33940442,142054730,130,100
32261,36847431,101143734,144,37
32262,40274516,122350566,391,36
32263,28474094,,0,83
32264,38921992,,0,20
32265,37261421,101183610,200,64
32266,37261421,101188341,134,64
32267,40339215,101173783,46,100
32268,40339215,101184098,2,100
32269,39753509,101084860,22,61
32270,40154559,122303882,2,23
32271,36662029,120945257,1034,67
32272,40486433,101194129,48,36
32273,38265397,,0,125
32274,30498973,122275483,12,46
32275,40223618,142103266,11,28
32276,40121710,142067913,1,31
32277,39430617,101046077,2305,83
32278,24233822,121851036,168,181
32279,24233822,121851034,4,181
32280,31987135,,0,25
32281,14072405,100948592,60,325
32282,16821532,,0,140
32283,32936968,,0,27
32284,4918787,,0,348
32285,14781618,,0,1204
32286,31365453,,0,37
32287,38279148,100945890,119,941
32288,40506580,,0,15
32289,31364681,,0,19
32290,566522,,0,166
32291,9921835,,0,3988
32292,9944001,,0,41
32293,36286338,100591591,110,97
32294,27397709,121714248,1012,147
32295,38792740,100962070,954,363
32296,38411971,121581805,70,17
32297,39808503,122176878,58,255
32298,34516573,120371182,213,380
32299,39851729,122192760,64,29
32300,17780181,121517196,408,36
32301,32009473,120195125,160,606
32302,39166205,121927814,396,22
32303,26937596,,0,91
32304,33489087,,0,476
32305,15496961,140079315,10,2574
32306,36185075,,0,21
32307,1020362,100632497,152,18
32308,39993150,101120850,35,72
32309,40155624,142080880,234,58
32310,36194113,101203592,38,253
32311,39729157,122148580,102,39
32312,37648666,141698084,213,152
32313,31786529,,0,351
32314,37931517,,0,1845
32315,36631243,100658104,2,15
32316,34861789,142117882,174,210
32317,10106314,,0,35
32318,11405219,,0,319
32319,5698784,,0,119
32320,13501495,121926306,106,357
32321,37223829,100742538,1036,37
32322,34584324,121929764,154,258
32323,33049735,120246685,34,68
32324,39671473,101175475,114,448
32325,29777261,122381700,129,71
32326,13311086,120033435,103,93
32327,24894880,120090086,177,231
32328,37138043,101150263,123,66
32329,36186125,101149688,26,21
32330,40495799,101195539,47,39
32331,40168914,142084586,14,128
32332,40486435,142199772,9,30
32333,10689265,,0,20
32334,39791955,101090308,450,41
32335,29421839,100722059,325,35
32336,39485793,122052196,321,136
32337,38240045,121511008,608,72
32338,36783411,140908470,150,58
32339,20002320,,0,113
32340,3382164,,0,452
32341,33751700,,0,332
32342,1203368,,0,80
32343,26563380,,0,38
32344,2862554,101159131,134,141
32345,7222816,,0,227
32346,13382606,,0,40
32347,31829203,,0,734
32348,22804223,,0,70
32349,9028860,,0,116
32350,35731013,,0,38
32351,24614117,,0,84
32352,12985587,,0,20
32353,3075195,,0,31
32354,35466037,,0,42
32355,40457655,,0,33
32356,38056813,,0,38
32357,22365214,,0,22
32358,40275686,122351012,352,144
32359,3695633,,0,241
32360,29384249,100020032,67,43
32361,20229535,,0,24
32362,37646786,121339875,321,95
32363,36392158,100627505,118,31
32364,6158804,121707778,12,29
32365,38421208,101196770,18,31
32366,38421208,101189818,17,31
32367,26927545,,0,70
32368,40190754,101150989,244,88
32369,21353746,121789571,118,3289
32370,21353746,122436799,57,3289
32371,36742068,120965681,939,207
32372,15682400,100412958,1813,84
32373,39845079,122190696,348,510
32374,39959409,,0,1150
32375,12127501,,0,260
32376,29658837,,0,27
32377,25231153,,0,64
32378,3388866,,0,48
32379,17274356,,0,187
32380,16252589,,0,53
32381,40532944,101200849,12,18
32382,7350067,,0,29
32383,15460320,,0,17
32384,16629357,,0,19
32385,38209890,,0,1546
32386,13237509,120537661,382,46
32387,13237509,120523677,215,46
32388,36492202,141613567,836,39
32389,36413197,120885019,54,281
32390,2653079,,0,18
32391,39965232,101116980,240,2206
32392,39912164,141994241,48,110
32393,37574579,100793497,576,22
32394,39967197,122235975,214,31
32395,36181754,,0,20
32396,34644327,100352724,20,53
32397,11756913,,0,413
32398,19172312,,0,66
32399,39623726,122107031,800,141
32400,14300030,122228263,106,23
32401,38255551,121516275,65,36
32402,38758601,121754308,232,22
32403,39957153,142009683,14,17
32404,12730807,,0,1238
32405,39862853,,0,63
32406,6208124,,0,61
32407,14200867,,0,29
32408,26817477,,0,190
32409,16386215,,0,45
32410,39185962,,0,36
32411,20175261,,0,78
32412,16148328,,0,66
32413,12013502,,0,21
32414,14410830,,0,71
32415,32400540,,0,19
32416,20954572,,0,36
32417,32955357,,0,15853
32418,40092143,101141956,292,74
32419,15009444,120679984,174,115
32420,15009444,120709376,344,115
32421,39665082,101072821,262,205
32422,39728604,122218255,62,23
32423,39151266,,0,296
32424,37968878,,0,29
32425,39832388,122185662,186,9790
32426,40236861,142107339,19,160
32427,39065437,,0,559
32428,39771576,141949951,38,57
32429,39902864,122212036,361,81
32430,39349303,121995774,273,41
32431,38554718,141529914,827,146
32432,28706745,,0,227
32433,11965653,,0,348
32434,22439523,,0,22
32435,164588,,0,15
32436,74162,,0,19
32437,38834753,,0,24
32438,2053783,,0,15
32439,23211174,,0,94
32440,12471882,,0,32
32441,30954570,,0,15
32442,12134370,,0,141
32443,39690643,122133654,144,47
32444,39231706,121953001,110,54
32445,36062050,141051245,169,35
32446,25506259,101052038,111,249
32447,28277763,,0,50
32448,26474155,,0,509
32449,40219235,122329695,103,143
32450,22983614,122251627,74,129
32451,26241186,,0,48
32452,39431653,,0,109
32453,39345394,,0,26
32454,38574818,121655511,494,227
32455,438995,121702996,34,227
32456,34165033,120319111,365,102
32457,37925681,121398106,58,64
32458,39626940,101069182,24,38
32459,38067503,122255903,50,19
32460,39561920,101062095,42,65
32461,33182772,122214903,14,26
32462,37819173,122009888,102,24
32463,39797322,101092724,366,986
32464,39961197,101116346,396,63
32465,39677156,,0,26
32466,18567600,,0,42
32467,38298751,,0,110
32468,24281206,100491466,2970,3553
32469,24108231,,0,27
32470,38638506,,0,49
32471,33412499,,0,73
32472,23728152,,0,15
32473,19449507,,0,41
32474,39285225,,0,114
32475,11808145,,0,57
32476,12825114,,0,18
32477,9805858,,0,121
32478,36541338,,0,32
32479,32263499,120205986,10,69
32480,32263499,122263734,346,69
32481,37814974,121829445,207,89
32482,37814974,121355381,47,89
32483,39974992,101118291,509,145
32484,26462278,101065582,186,104
32485,40307046,122364255,134,68
32486,33162007,120253843,162,42
32487,2558290,,0,238
32488,40289635,142124430,14,134
32489,37821763,141264251,20,68
32490,37548958,100790318,16,25
32491,37601658,121773087,6,26
32492,5544504,122368307,12,45
32493,29571701,142092662,4,66
32494,39032715,100997888,774,72
32495,38392491,122125308,242,27
32496,21166355,140145892,96,33
